id;cc_demand
1509;1233.085634
1510;859.1786694
1511;509.9636739
1512;291.2633736
1513;199.5503445
1514;33.76140717
1515;23.17913458
1516;23.17913458
1517;79.61792174
1518;93.72761853
1519;912.0900324
1520;1698.705629
1521;2192.545016
1522;3473
1523;3444.780606
1524;3250.772276
1525;3360.122426
1526;3134.367277
1527;2707.548949
1528;2234.874107
1529;2005.591534
1530;1716.34275
1531;1758.67184
1532;1790.418658
1533;1233.085634
1534;859.1786694
1535;509.9636739
1536;291.2633736
1537;199.5503445
1538;33.76140717
1539;23.17913458
1540;23.17913458
1541;79.61792174
1542;93.72761853
1543;912.0900324
1544;1698.705629
1545;2192.545016
1546;3473
1547;3444.780606
1548;3250.772276
1549;3360.122426
1550;3134.367277
1551;2707.548949
1552;2234.874107
1553;2005.591534
1554;1716.34275
1555;1758.67184
1556;1790.418658
1557;1233.085634
1558;859.1786694
1559;509.9636739
1560;291.2633736
1561;199.5503445
1562;33.76140717
1563;23.17913458
