id;household_demand;commercial_demand;industrial_demand;heat_demand
1765;28142.72305;41969.97896;63093.81238;36323.71595
1766;31729.74165;36811.76386;61750.43809;36897.76923
1767;28142.72305;31653.54876;60138.38894;39171.35955
1768;24904.15769;32015.19483;59601.03923;41536.24898
1769;22342.00155;35041.60148;59869.71408;42599.52007
1770;21829.57033;34508.64936;59601.03923;43187.71259
1771;25580.56692;33252.4051;61213.08837;42656.07705
1772;32242.17288;23468.92701;60944.41352;38413.49611
1773;36177.64471;17777.7598;55257.46236;30110.12451
1774;33103.05734;17244.80768;53600.63407;22799.73176
1775;31217.31042;15836.29138;47376.33321;18507.0575
1776;25252.61092;15474.6453;44152.23492;19784.03316
1777;17750.61774;14408.74108;41420.7072;21347.02551
1778;11601.44301;12276.93263;39808.65805;24112.25751
1779;9551.718094;11020.68835;40077.33291;31255.40321
1780;8875.308872;10316.43021;40077.33291;44982.18455
1781;8875.308872;11020.68835;36853.23463;50000
1782;9203.264858;13514.14288;36002.43091;47389.49171
1783;12626.30547;14580.04711;37927.93406;44281.28207
1784;23038.90802;16369.2435;43883.56006;41661.88626
1785;27814.76707;24192.21917;47645.00807;38936.64811
1786;28142.72305;38068.00812;58750.23551;37513.43228
1787;27630.29183;40371.12262;58750.23551;36402.89572
1788;26789.90461;41265.72081;61213.08837;35590.4952
1789;28142.72305;41969.97896;63093.81238;36323.71595
1790;31729.74165;36811.76386;61750.43809;36897.76923
1791;28142.72305;31653.54876;60138.38894;39171.35955
1792;24904.15769;32015.19483;59601.03923;41536.24898
1793;22342.00155;35041.60148;59869.71408;42599.52007
1794;21829.57033;34508.64936;59601.03923;43187.71259
1795;25580.56692;33252.4051;61213.08837;42656.07705
1796;32242.17288;23468.92701;60944.41352;38413.49611
1797;36177.64471;17777.7598;55257.46236;30110.12451
1798;33103.05734;17244.80768;53600.63407;22799.73176
1799;31217.31042;15836.29138;47376.33321;18507.0575
1800;25252.61092;15474.6453;44152.23492;19784.03316
1801;17750.61774;14408.74108;41420.7072;21347.02551
1802;11601.44301;12276.93263;39808.65805;24112.25751
1803;9551.718094;11020.68835;40077.33291;31255.40321
1804;8875.308872;10316.43021;40077.33291;44982.18455
1805;8875.308872;11020.68835;36853.23463;50000
1806;9203.264858;13514.14288;36002.43091;47389.49171
1807;12626.30547;14580.04711;37927.93406;44281.28207
1808;23038.90802;16369.2435;43883.56006;41661.88626
1809;27814.76707;24192.21917;47645.00807;38936.64811
1810;28142.72305;38068.00812;58750.23551;37513.43228
1811;27630.29183;40371.12262;58750.23551;36402.89572
1812;26789.90461;41265.72081;61213.08837;35590.4952
1813;28142.72305;41969.97896;63093.81238;36323.71595
1814;31729.74165;36811.76386;61750.43809;36897.76923
1815;28142.72305;31653.54876;60138.38894;39171.35955
1816;24904.15769;32015.19483;59601.03923;41536.24898
1817;22342.00155;35041.60148;59869.71408;42599.52007
1818;21829.57033;34508.64936;59601.03923;43187.71259
1819;25580.56692;33252.4051;61213.08837;42656.07705
1820;32242.17288;23468.92701;60944.41352;38413.49611
1821;36177.64471;17777.7598;55257.46236;30110.12451
1822;33103.05734;17244.80768;53600.63407;22799.73176
1823;31217.31042;15836.29138;47376.33321;18507.0575
1824;25252.61092;15474.6453;44152.23492;19784.03316
1825;17750.61774;14408.74108;41420.7072;21347.02551
1826;11601.44301;12276.93263;39808.65805;24112.25751
1827;9551.718094;11020.68835;40077.33291;31255.40321
1828;8875.308872;10316.43021;40077.33291;44982.18455
1829;8875.308872;11020.68835;36853.23463;50000
1830;9203.264858;13514.14288;36002.43091;47389.49171
1831;12626.30547;14580.04711;37927.93406;44281.28207
1832;23038.90802;16369.2435;43883.56006;41661.88626
1833;27814.76707;24192.21917;47645.00807;38936.64811
1834;28142.72305;38068.00812;58750.23551;37513.43228
1835;27630.29183;40371.12262;58750.23551;36402.89572
1836;26789.90461;41265.72081;61213.08837;35590.4952
1837;28142.72305;41969.97896;63093.81238;36323.71595
1838;31729.74165;36811.76386;61750.43809;36897.76923
1839;28142.72305;31653.54876;60138.38894;39171.35955
1840;24904.15769;32015.19483;59601.03923;41536.24898
1841;22342.00155;35041.60148;59869.71408;42599.52007
1842;21829.57033;34508.64936;59601.03923;43187.71259
1843;25580.56692;33252.4051;61213.08837;42656.07705
1844;32242.17288;23468.92701;60944.41352;38413.49611
1845;36177.64471;17777.7598;55257.46236;30110.12451
1846;33103.05734;17244.80768;53600.63407;22799.73176
1847;31217.31042;15836.29138;47376.33321;18507.0575
1848;25252.61092;15474.6453;44152.23492;19784.03316
1849;17750.61774;14408.74108;41420.7072;21347.02551
1850;11601.44301;12276.93263;39808.65805;24112.25751
1851;9551.718094;11020.68835;40077.33291;31255.40321
1852;8875.308872;10316.43021;40077.33291;44982.18455
1853;8875.308872;11020.68835;36853.23463;50000
1854;9203.264858;13514.14288;36002.43091;47389.49171
1855;12626.30547;14580.04711;37927.93406;44281.28207
1856;23038.90802;16369.2435;43883.56006;41661.88626
1857;27814.76707;24192.21917;47645.00807;38936.64811
1858;28142.72305;38068.00812;58750.23551;37513.43228
1859;27630.29183;40371.12262;58750.23551;36402.89572
1860;26789.90461;41265.72081;61213.08837;35590.4952
1861;28142.72305;41969.97896;63093.81238;36323.71595
1862;31729.74165;36811.76386;61750.43809;36897.76923
1863;28142.72305;31653.54876;60138.38894;39171.35955
1864;24904.15769;32015.19483;59601.03923;41536.24898
1865;22342.00155;35041.60148;59869.71408;42599.52007
1866;21829.57033;34508.64936;59601.03923;43187.71259
1867;25580.56692;33252.4051;61213.08837;42656.07705
1868;32242.17288;23468.92701;60944.41352;38413.49611
1869;36177.64471;17777.7598;55257.46236;30110.12451
1870;33103.05734;17244.80768;53600.63407;22799.73176
1871;31217.31042;15836.29138;47376.33321;18507.0575
1872;25252.61092;15474.6453;44152.23492;19784.03316
1873;17750.61774;14408.74108;41420.7072;21347.02551
1874;11601.44301;12276.93263;39808.65805;24112.25751
1875;9551.718094;11020.68835;40077.33291;31255.40321
1876;8875.308872;10316.43021;40077.33291;44982.18455
1877;8875.308872;11020.68835;36853.23463;50000
1878;9203.264858;13514.14288;36002.43091;47389.49171
1879;12626.30547;14580.04711;37927.93406;44281.28207
1880;23038.90802;16369.2435;43883.56006;41661.88626
1881;27814.76707;24192.21917;47645.00807;38936.64811
1882;28142.72305;38068.00812;58750.23551;37513.43228
1883;27630.29183;40371.12262;58750.23551;36402.89572
1884;26789.90461;41265.72081;61213.08837;35590.4952
1885;28142.72305;41969.97896;63093.81238;36323.71595
1886;31729.74165;36811.76386;61750.43809;36897.76923
1887;28142.72305;31653.54876;60138.38894;39171.35955
1888;24904.15769;32015.19483;59601.03923;41536.24898
1889;22342.00155;35041.60148;59869.71408;42599.52007
1890;21829.57033;34508.64936;59601.03923;43187.71259
1891;25580.56692;33252.4051;61213.08837;42656.07705
1892;32242.17288;23468.92701;60944.41352;38413.49611
1893;36177.64471;17777.7598;55257.46236;30110.12451
1894;33103.05734;17244.80768;53600.63407;22799.73176
1895;31217.31042;15836.29138;47376.33321;18507.0575
1896;25252.61092;15474.6453;44152.23492;19784.03316
1897;17750.61774;14408.74108;41420.7072;21347.02551
1898;11601.44301;12276.93263;39808.65805;24112.25751
1899;9551.718094;11020.68835;40077.33291;31255.40321
1900;8875.308872;10316.43021;40077.33291;44982.18455
1901;8875.308872;11020.68835;36853.23463;50000
1902;9203.264858;13514.14288;36002.43091;47389.49171
1903;12626.30547;14580.04711;37927.93406;44281.28207
1904;23038.90802;16369.2435;43883.56006;41661.88626
1905;27814.76707;24192.21917;47645.00807;38936.64811
1906;28142.72305;38068.00812;58750.23551;37513.43228
1907;27630.29183;40371.12262;58750.23551;36402.89572
1908;26789.90461;41265.72081;61213.08837;35590.4952
1909;28142.72305;41969.97896;63093.81238;36323.71595
1910;31729.74165;36811.76386;61750.43809;36897.76923
1911;28142.72305;31653.54876;60138.38894;39171.35955
1912;24904.15769;32015.19483;59601.03923;41536.24898
1913;22342.00155;35041.60148;59869.71408;42599.52007
1914;21829.57033;34508.64936;59601.03923;43187.71259
1915;25580.56692;33252.4051;61213.08837;42656.07705
1916;32242.17288;23468.92701;60944.41352;38413.49611
1917;36177.64471;17777.7598;55257.46236;30110.12451
1918;33103.05734;17244.80768;53600.63407;22799.73176
1919;31217.31042;15836.29138;47376.33321;18507.0575
1920;25252.61092;15474.6453;44152.23492;19784.03316
1921;17750.61774;14408.74108;41420.7072;21347.02551
1922;11601.44301;12276.93263;39808.65805;24112.25751
1923;9551.718094;11020.68835;40077.33291;31255.40321
1924;8875.308872;10316.43021;40077.33291;44982.18455
1925;8875.308872;11020.68835;36853.23463;50000
1926;9203.264858;13514.14288;36002.43091;47389.49171
1927;12626.30547;14580.04711;37927.93406;44281.28207
1928;23038.90802;16369.2435;43883.56006;41661.88626
1929;27814.76707;24192.21917;47645.00807;38936.64811
1930;28142.72305;38068.00812;58750.23551;37513.43228
1931;27630.29183;40371.12262;58750.23551;36402.89572
1932;26789.90461;41265.72081;61213.08837;35590.4952
1933;28142.72305;41969.97896;63093.81238;36323.71595
1934;31729.74165;36811.76386;61750.43809;36897.76923
1935;28142.72305;31653.54876;60138.38894;39171.35955
1936;24904.15769;32015.19483;59601.03923;41536.24898
1937;22342.00155;35041.60148;59869.71408;42599.52007
1938;21829.57033;34508.64936;59601.03923;43187.71259
1939;25580.56692;33252.4051;61213.08837;42656.07705
1940;32242.17288;23468.92701;60944.41352;38413.49611
1941;36177.64471;17777.7598;55257.46236;30110.12451
1942;33103.05734;17244.80768;53600.63407;22799.73176
1943;31217.31042;15836.29138;47376.33321;18507.0575
1944;25252.61092;15474.6453;44152.23492;19784.03316
1945;17750.61774;14408.74108;41420.7072;21347.02551
1946;11601.44301;12276.93263;39808.65805;24112.25751
1947;9551.718094;11020.68835;40077.33291;31255.40321
1948;8875.308872;10316.43021;40077.33291;44982.18455
1949;8875.308872;11020.68835;36853.23463;50000
1950;9203.264858;13514.14288;36002.43091;47389.49171
1951;12626.30547;14580.04711;37927.93406;44281.28207
1952;23038.90802;16369.2435;43883.56006;41661.88626
1953;27814.76707;24192.21917;47645.00807;38936.64811
1954;28142.72305;38068.00812;58750.23551;37513.43228
1955;27630.29183;40371.12262;58750.23551;36402.89572
1956;26789.90461;41265.72081;61213.08837;35590.4952
1957;28142.72305;41969.97896;63093.81238;36323.71595
1958;31729.74165;36811.76386;61750.43809;36897.76923
1959;28142.72305;31653.54876;60138.38894;39171.35955
1960;24904.15769;32015.19483;59601.03923;41536.24898
1961;22342.00155;35041.60148;59869.71408;42599.52007
1962;21829.57033;34508.64936;59601.03923;43187.71259
1963;25580.56692;33252.4051;61213.08837;42656.07705
1964;32242.17288;23468.92701;60944.41352;38413.49611
1965;36177.64471;17777.7598;55257.46236;30110.12451
1966;33103.05734;17244.80768;53600.63407;22799.73176
1967;31217.31042;15836.29138;47376.33321;18507.0575
1968;25252.61092;15474.6453;44152.23492;19784.03316
1969;17750.61774;14408.74108;41420.7072;21347.02551
1970;11601.44301;12276.93263;39808.65805;24112.25751
1971;9551.718094;11020.68835;40077.33291;31255.40321
1972;8875.308872;10316.43021;40077.33291;44982.18455
1973;8875.308872;11020.68835;36853.23463;50000
1974;9203.264858;13514.14288;36002.43091;47389.49171
1975;12626.30547;14580.04711;37927.93406;44281.28207
1976;23038.90802;16369.2435;43883.56006;41661.88626
1977;27814.76707;24192.21917;47645.00807;38936.64811
1978;28142.72305;38068.00812;58750.23551;37513.43228
1979;27630.29183;40371.12262;58750.23551;36402.89572
1980;26789.90461;41265.72081;61213.08837;35590.4952
1981;28142.72305;41969.97896;63093.81238;36323.71595
1982;31729.74165;36811.76386;61750.43809;36897.76923
1983;28142.72305;31653.54876;60138.38894;39171.35955
1984;24904.15769;32015.19483;59601.03923;41536.24898
1985;22342.00155;35041.60148;59869.71408;42599.52007
1986;21829.57033;34508.64936;59601.03923;43187.71259
1987;25580.56692;33252.4051;61213.08837;42656.07705
1988;32242.17288;23468.92701;60944.41352;38413.49611
1989;36177.64471;17777.7598;55257.46236;30110.12451
1990;33103.05734;17244.80768;53600.63407;22799.73176
1991;31217.31042;15836.29138;47376.33321;18507.0575
1992;25252.61092;15474.6453;44152.23492;19784.03316
1993;17750.61774;14408.74108;41420.7072;21347.02551
1994;11601.44301;12276.93263;39808.65805;24112.25751
1995;9551.718094;11020.68835;40077.33291;31255.40321
1996;8875.308872;10316.43021;40077.33291;44982.18455
1997;8875.308872;11020.68835;36853.23463;50000
1998;9203.264858;13514.14288;36002.43091;47389.49171
1999;12626.30547;14580.04711;37927.93406;44281.28207
2000;23038.90802;16369.2435;43883.56006;41661.88626
2001;27814.76707;24192.21917;47645.00807;38936.64811
2002;28142.72305;38068.00812;58750.23551;37513.43228
2003;27630.29183;40371.12262;58750.23551;36402.89572
2004;26789.90461;41265.72081;61213.08837;35590.4952
2005;28142.72305;41969.97896;63093.81238;36323.71595
2006;31729.74165;36811.76386;61750.43809;36897.76923
2007;28142.72305;31653.54876;60138.38894;39171.35955
2008;24904.15769;32015.19483;59601.03923;41536.24898
2009;22342.00155;35041.60148;59869.71408;42599.52007
2010;21829.57033;34508.64936;59601.03923;43187.71259
2011;25580.56692;33252.4051;61213.08837;42656.07705
2012;32242.17288;23468.92701;60944.41352;38413.49611
2013;36177.64471;17777.7598;55257.46236;30110.12451
2014;33103.05734;17244.80768;53600.63407;22799.73176
2015;31217.31042;15836.29138;47376.33321;18507.0575
2016;25252.61092;15474.6453;44152.23492;19784.03316
2017;17750.61774;14408.74108;41420.7072;21347.02551
2018;11601.44301;12276.93263;39808.65805;24112.25751
2019;9551.718094;11020.68835;40077.33291;31255.40321
2020;8875.308872;10316.43021;40077.33291;44982.18455
2021;8875.308872;11020.68835;36853.23463;50000
2022;9203.264858;13514.14288;36002.43091;47389.49171
2023;12626.30547;14580.04711;37927.93406;44281.28207
2024;23038.90802;16369.2435;43883.56006;41661.88626
2025;27814.76707;24192.21917;47645.00807;38936.64811
2026;28142.72305;38068.00812;58750.23551;37513.43228
2027;27630.29183;40371.12262;58750.23551;36402.89572
2028;26789.90461;41265.72081;61213.08837;35590.4952
2029;28142.72305;41969.97896;63093.81238;36323.71595
2030;31729.74165;36811.76386;61750.43809;36897.76923
2031;28142.72305;31653.54876;60138.38894;39171.35955
2032;24904.15769;32015.19483;59601.03923;41536.24898
2033;22342.00155;35041.60148;59869.71408;42599.52007
2034;21829.57033;34508.64936;59601.03923;43187.71259
2035;25580.56692;33252.4051;61213.08837;42656.07705
2036;32242.17288;23468.92701;60944.41352;38413.49611
2037;36177.64471;17777.7598;55257.46236;30110.12451
2038;33103.05734;17244.80768;53600.63407;22799.73176
2039;31217.31042;15836.29138;47376.33321;18507.0575
2040;25252.61092;15474.6453;44152.23492;19784.03316
2041;17750.61774;14408.74108;41420.7072;21347.02551
2042;11601.44301;12276.93263;39808.65805;24112.25751
2043;9551.718094;11020.68835;40077.33291;31255.40321
2044;8875.308872;10316.43021;40077.33291;44982.18455
2045;8875.308872;11020.68835;36853.23463;50000
2046;9203.264858;13514.14288;36002.43091;47389.49171
2047;12626.30547;14580.04711;37927.93406;44281.28207
2048;23038.90802;16369.2435;43883.56006;41661.88626
2049;27814.76707;24192.21917;47645.00807;38936.64811
2050;28142.72305;38068.00812;58750.23551;37513.43228
2051;27630.29183;40371.12262;58750.23551;36402.89572
2052;26789.90461;41265.72081;61213.08837;35590.4952
2053;28142.72305;41969.97896;63093.81238;36323.71595
2054;31729.74165;36811.76386;61750.43809;36897.76923
2055;28142.72305;31653.54876;60138.38894;39171.35955
2056;24904.15769;32015.19483;59601.03923;41536.24898
2057;22342.00155;35041.60148;59869.71408;42599.52007
2058;21829.57033;34508.64936;59601.03923;43187.71259
2059;25580.56692;33252.4051;61213.08837;42656.07705
2060;32242.17288;23468.92701;60944.41352;38413.49611
2061;36177.64471;17777.7598;55257.46236;30110.12451
2062;33103.05734;17244.80768;53600.63407;22799.73176
2063;31217.31042;15836.29138;47376.33321;18507.0575
2064;25252.61092;15474.6453;44152.23492;19784.03316
2065;17750.61774;14408.74108;41420.7072;21347.02551
2066;11601.44301;12276.93263;39808.65805;24112.25751
2067;9551.718094;11020.68835;40077.33291;31255.40321
2068;8875.308872;10316.43021;40077.33291;44982.18455
2069;8875.308872;11020.68835;36853.23463;50000
2070;9203.264858;13514.14288;36002.43091;47389.49171
2071;12626.30547;14580.04711;37927.93406;44281.28207
2072;23038.90802;16369.2435;43883.56006;41661.88626
2073;27814.76707;24192.21917;47645.00807;38936.64811
2074;28142.72305;38068.00812;58750.23551;37513.43228
2075;27630.29183;40371.12262;58750.23551;36402.89572
2076;26789.90461;41265.72081;61213.08837;35590.4952
2077;28142.72305;41969.97896;63093.81238;36323.71595
2078;31729.74165;36811.76386;61750.43809;36897.76923
2079;28142.72305;31653.54876;60138.38894;39171.35955
2080;24904.15769;32015.19483;59601.03923;41536.24898
2081;22342.00155;35041.60148;59869.71408;42599.52007
2082;21829.57033;34508.64936;59601.03923;43187.71259
2083;25580.56692;33252.4051;61213.08837;42656.07705
2084;32242.17288;23468.92701;60944.41352;38413.49611
2085;36177.64471;17777.7598;55257.46236;30110.12451
2086;33103.05734;17244.80768;53600.63407;22799.73176
2087;31217.31042;15836.29138;47376.33321;18507.0575
2088;25252.61092;15474.6453;44152.23492;19784.03316
2089;17750.61774;14408.74108;41420.7072;21347.02551
2090;11601.44301;12276.93263;39808.65805;24112.25751
2091;9551.718094;11020.68835;40077.33291;31255.40321
2092;8875.308872;10316.43021;40077.33291;44982.18455
2093;8875.308872;11020.68835;36853.23463;50000
2094;9203.264858;13514.14288;36002.43091;47389.49171
2095;12626.30547;14580.04711;37927.93406;44281.28207
2096;23038.90802;16369.2435;43883.56006;41661.88626
2097;27814.76707;24192.21917;47645.00807;38936.64811
2098;28142.72305;38068.00812;58750.23551;37513.43228
2099;27630.29183;40371.12262;58750.23551;36402.89572
2100;26789.90461;41265.72081;61213.08837;35590.4952
2101;28142.72305;41969.97896;63093.81238;36323.71595
2102;31729.74165;36811.76386;61750.43809;36897.76923
2103;28142.72305;31653.54876;60138.38894;39171.35955
2104;24904.15769;32015.19483;59601.03923;41536.24898
2105;22342.00155;35041.60148;59869.71408;42599.52007
2106;21829.57033;34508.64936;59601.03923;43187.71259
2107;25580.56692;33252.4051;61213.08837;42656.07705
2108;32242.17288;23468.92701;60944.41352;38413.49611
2109;36177.64471;17777.7598;55257.46236;30110.12451
2110;33103.05734;17244.80768;53600.63407;22799.73176
2111;31217.31042;15836.29138;47376.33321;18507.0575
2112;25252.61092;15474.6453;44152.23492;19784.03316
2113;17750.61774;14408.74108;41420.7072;21347.02551
2114;11601.44301;12276.93263;39808.65805;24112.25751
2115;9551.718094;11020.68835;40077.33291;31255.40321
2116;8875.308872;10316.43021;40077.33291;44982.18455
2117;8875.308872;11020.68835;36853.23463;50000
2118;9203.264858;13514.14288;36002.43091;47389.49171
2119;12626.30547;14580.04711;37927.93406;44281.28207
2120;23038.90802;16369.2435;43883.56006;41661.88626
2121;27814.76707;24192.21917;47645.00807;38936.64811
2122;28142.72305;38068.00812;58750.23551;37513.43228
2123;27630.29183;40371.12262;58750.23551;36402.89572
2124;26789.90461;41265.72081;61213.08837;35590.4952
2125;28142.72305;41969.97896;63093.81238;36323.71595
2126;31729.74165;36811.76386;61750.43809;36897.76923
2127;28142.72305;31653.54876;60138.38894;39171.35955
2128;24904.15769;32015.19483;59601.03923;41536.24898
2129;22342.00155;35041.60148;59869.71408;42599.52007
2130;21829.57033;34508.64936;59601.03923;43187.71259
2131;25580.56692;33252.4051;61213.08837;42656.07705
2132;32242.17288;23468.92701;60944.41352;38413.49611
2133;36177.64471;17777.7598;55257.46236;30110.12451
2134;33103.05734;17244.80768;53600.63407;22799.73176
2135;31217.31042;15836.29138;47376.33321;18507.0575
2136;25252.61092;15474.6453;44152.23492;19784.03316
2137;17750.61774;14408.74108;41420.7072;21347.02551
2138;11601.44301;12276.93263;39808.65805;24112.25751
2139;9551.718094;11020.68835;40077.33291;31255.40321
2140;8875.308872;10316.43021;40077.33291;44982.18455
2141;8875.308872;11020.68835;36853.23463;50000
2142;9203.264858;13514.14288;36002.43091;47389.49171
2143;12626.30547;14580.04711;37927.93406;44281.28207
2144;23038.90802;16369.2435;43883.56006;41661.88626
2145;27814.76707;24192.21917;47645.00807;38936.64811
2146;28142.72305;38068.00812;58750.23551;37513.43228
2147;27630.29183;40371.12262;58750.23551;36402.89572
2148;26789.90461;41265.72081;61213.08837;35590.4952
2149;28142.72305;41969.97896;63093.81238;36323.71595
2150;31729.74165;36811.76386;61750.43809;36897.76923
2151;28142.72305;31653.54876;60138.38894;39171.35955
2152;24904.15769;32015.19483;59601.03923;41536.24898
2153;22342.00155;35041.60148;59869.71408;42599.52007
2154;21829.57033;34508.64936;59601.03923;43187.71259
2155;25580.56692;33252.4051;61213.08837;42656.07705
2156;32242.17288;23468.92701;60944.41352;38413.49611
2157;36177.64471;17777.7598;55257.46236;30110.12451
2158;33103.05734;17244.80768;53600.63407;22799.73176
2159;31217.31042;15836.29138;47376.33321;18507.0575
2160;25252.61092;15474.6453;44152.23492;19784.03316
2161;17750.61774;14408.74108;41420.7072;21347.02551
2162;11601.44301;12276.93263;39808.65805;24112.25751
2163;9551.718094;11020.68835;40077.33291;31255.40321
2164;8875.308872;10316.43021;40077.33291;44982.18455
2165;8875.308872;11020.68835;36853.23463;50000
2166;9203.264858;13514.14288;36002.43091;47389.49171
2167;12626.30547;14580.04711;37927.93406;44281.28207
2168;23038.90802;16369.2435;43883.56006;41661.88626
2169;27814.76707;24192.21917;47645.00807;38936.64811
2170;28142.72305;38068.00812;58750.23551;37513.43228
2171;27630.29183;40371.12262;58750.23551;36402.89572
2172;26789.90461;41265.72081;61213.08837;35590.4952
2173;28142.72305;41969.97896;63093.81238;36323.71595
2174;31729.74165;36811.76386;61750.43809;36897.76923
2175;28142.72305;31653.54876;60138.38894;39171.35955
2176;24904.15769;32015.19483;59601.03923;41536.24898
2177;22342.00155;35041.60148;59869.71408;42599.52007
2178;21829.57033;34508.64936;59601.03923;43187.71259
2179;25580.56692;33252.4051;61213.08837;42656.07705
2180;32242.17288;23468.92701;60944.41352;38413.49611
2181;36177.64471;17777.7598;55257.46236;30110.12451
2182;33103.05734;17244.80768;53600.63407;22799.73176
2183;31217.31042;15836.29138;47376.33321;18507.0575
2184;25252.61092;15474.6453;44152.23492;19784.03316
2185;17750.61774;14408.74108;41420.7072;21347.02551
2186;11601.44301;12276.93263;39808.65805;24112.25751
2187;9551.718094;11020.68835;40077.33291;31255.40321
2188;8875.308872;10316.43021;40077.33291;44982.18455
2189;8875.308872;11020.68835;36853.23463;50000
2190;9203.264858;13514.14288;36002.43091;47389.49171
2191;12626.30547;14580.04711;37927.93406;44281.28207
2192;23038.90802;16369.2435;43883.56006;41661.88626
2193;27814.76707;24192.21917;47645.00807;38936.64811
2194;28142.72305;38068.00812;58750.23551;37513.43228
2195;27630.29183;40371.12262;58750.23551;36402.89572
2196;26789.90461;41265.72081;61213.08837;35590.4952
2197;28142.72305;41969.97896;63093.81238;36323.71595
2198;31729.74165;36811.76386;61750.43809;36897.76923
2199;28142.72305;31653.54876;60138.38894;39171.35955
2200;24904.15769;32015.19483;59601.03923;41536.24898
2201;22342.00155;35041.60148;59869.71408;42599.52007
2202;21829.57033;34508.64936;59601.03923;43187.71259
2203;25580.56692;33252.4051;61213.08837;42656.07705
2204;32242.17288;23468.92701;60944.41352;38413.49611
2205;36177.64471;17777.7598;55257.46236;30110.12451
2206;33103.05734;17244.80768;53600.63407;22799.73176
2207;31217.31042;15836.29138;47376.33321;18507.0575
2208;25252.61092;15474.6453;44152.23492;19784.03316
2209;17750.61774;14408.74108;41420.7072;21347.02551
2210;11601.44301;12276.93263;39808.65805;24112.25751
2211;9551.718094;11020.68835;40077.33291;31255.40321
2212;8875.308872;10316.43021;40077.33291;44982.18455
2213;8875.308872;11020.68835;36853.23463;50000
2214;9203.264858;13514.14288;36002.43091;47389.49171
2215;12626.30547;14580.04711;37927.93406;44281.28207
2216;23038.90802;16369.2435;43883.56006;41661.88626
2217;27814.76707;24192.21917;47645.00807;38936.64811
2218;28142.72305;38068.00812;58750.23551;37513.43228
2219;27630.29183;40371.12262;58750.23551;36402.89572
2220;26789.90461;41265.72081;61213.08837;35590.4952
2221;28142.72305;41969.97896;63093.81238;36323.71595
2222;31729.74165;36811.76386;61750.43809;36897.76923
2223;28142.72305;31653.54876;60138.38894;39171.35955
2224;24904.15769;32015.19483;59601.03923;41536.24898
2225;22342.00155;35041.60148;59869.71408;42599.52007
2226;21829.57033;34508.64936;59601.03923;43187.71259
2227;25580.56692;33252.4051;61213.08837;42656.07705
2228;32242.17288;23468.92701;60944.41352;38413.49611
2229;36177.64471;17777.7598;55257.46236;30110.12451
2230;33103.05734;17244.80768;53600.63407;22799.73176
2231;31217.31042;15836.29138;47376.33321;18507.0575
2232;25252.61092;15474.6453;44152.23492;19784.03316
2233;17750.61774;14408.74108;41420.7072;21347.02551
2234;11601.44301;12276.93263;39808.65805;24112.25751
2235;9551.718094;11020.68835;40077.33291;31255.40321
2236;8875.308872;10316.43021;40077.33291;44982.18455
2237;8875.308872;11020.68835;36853.23463;50000
2238;9203.264858;13514.14288;36002.43091;47389.49171
2239;12626.30547;14580.04711;37927.93406;44281.28207
2240;23038.90802;16369.2435;43883.56006;41661.88626
2241;27814.76707;24192.21917;47645.00807;38936.64811
2242;28142.72305;38068.00812;58750.23551;37513.43228
2243;27630.29183;40371.12262;58750.23551;36402.89572
2244;26789.90461;41265.72081;61213.08837;35590.4952
2245;28142.72305;41969.97896;63093.81238;36323.71595
2246;31729.74165;36811.76386;61750.43809;36897.76923
2247;28142.72305;31653.54876;60138.38894;39171.35955
2248;24904.15769;32015.19483;59601.03923;41536.24898
2249;22342.00155;35041.60148;59869.71408;42599.52007
2250;21829.57033;34508.64936;59601.03923;43187.71259
2251;25580.56692;33252.4051;61213.08837;42656.07705
2252;32242.17288;23468.92701;60944.41352;38413.49611
2253;36177.64471;17777.7598;55257.46236;30110.12451
2254;33103.05734;17244.80768;53600.63407;22799.73176
2255;31217.31042;15836.29138;47376.33321;18507.0575
2256;25252.61092;15474.6453;44152.23492;19784.03316
2257;17750.61774;14408.74108;41420.7072;21347.02551
2258;11601.44301;12276.93263;39808.65805;24112.25751
2259;9551.718094;11020.68835;40077.33291;31255.40321
2260;8875.308872;10316.43021;40077.33291;44982.18455
2261;8875.308872;11020.68835;36853.23463;50000
2262;9203.264858;13514.14288;36002.43091;47389.49171
2263;12626.30547;14580.04711;37927.93406;44281.28207
2264;23038.90802;16369.2435;43883.56006;41661.88626
2265;27814.76707;24192.21917;47645.00807;38936.64811
2266;28142.72305;38068.00812;58750.23551;37513.43228
2267;27630.29183;40371.12262;58750.23551;36402.89572
2268;26789.90461;41265.72081;61213.08837;35590.4952
2269;28142.72305;41969.97896;63093.81238;36323.71595
2270;31729.74165;36811.76386;61750.43809;36897.76923
2271;28142.72305;31653.54876;60138.38894;39171.35955
2272;24904.15769;32015.19483;59601.03923;41536.24898
2273;22342.00155;35041.60148;59869.71408;42599.52007
2274;21829.57033;34508.64936;59601.03923;43187.71259
2275;25580.56692;33252.4051;61213.08837;42656.07705
2276;32242.17288;23468.92701;60944.41352;38413.49611
2277;36177.64471;17777.7598;55257.46236;30110.12451
2278;33103.05734;17244.80768;53600.63407;22799.73176
2279;31217.31042;15836.29138;47376.33321;18507.0575
2280;25252.61092;15474.6453;44152.23492;19784.03316
2281;17750.61774;14408.74108;41420.7072;21347.02551
2282;11601.44301;12276.93263;39808.65805;24112.25751
2283;9551.718094;11020.68835;40077.33291;31255.40321
