id;household_demand;commercial_demand;industrial_demand;heat_demand
6490;28142.72305;38068.00812;58750.23551;37513.43228
6491;27630.29183;40371.12262;58750.23551;36402.89572
6492;26789.90461;41265.72081;61213.08837;35590.4952
6493;28142.72305;41969.97896;63093.81238;36323.71595
6494;31729.74165;36811.76386;61750.43809;36897.76923
6495;28142.72305;31653.54876;60138.38894;39171.35955
6496;24904.15769;32015.19483;59601.03923;41536.24898
6497;22342.00155;35041.60148;59869.71408;42599.52007
6498;21829.57033;34508.64936;59601.03923;43187.71259
6499;25580.56692;33252.4051;61213.08837;42656.07705
6500;32242.17288;23468.92701;60944.41352;38413.49611
6501;36177.64471;17777.7598;55257.46236;30110.12451
6502;33103.05734;17244.80768;53600.63407;22799.73176
6503;31217.31042;15836.29138;47376.33321;18507.0575
6504;25252.61092;15474.6453;44152.23492;19784.03316
6505;17750.61774;14408.74108;41420.7072;21347.02551
6506;11601.44301;12276.93263;39808.65805;24112.25751
6507;9551.718094;11020.68835;40077.33291;31255.40321
6508;8875.308872;10316.43021;40077.33291;44982.18455
6509;8875.308872;11020.68835;36853.23463;50000
6510;9203.264858;13514.14288;36002.43091;47389.49171
6511;12626.30547;14580.04711;37927.93406;44281.28207
6512;23038.90802;16369.2435;43883.56006;41661.88626
6513;27814.76707;24192.21917;47645.00807;38936.64811
6514;28142.72305;38068.00812;58750.23551;37513.43228
6515;27630.29183;40371.12262;58750.23551;36402.89572
6516;26789.90461;41265.72081;61213.08837;35590.4952
6517;28142.72305;41969.97896;63093.81238;36323.71595
6518;31729.74165;36811.76386;61750.43809;36897.76923
6519;28142.72305;31653.54876;60138.38894;39171.35955
6520;24904.15769;32015.19483;59601.03923;41536.24898
6521;22342.00155;35041.60148;59869.71408;42599.52007
6522;21829.57033;34508.64936;59601.03923;43187.71259
6523;25580.56692;33252.4051;61213.08837;42656.07705
6524;32242.17288;23468.92701;60944.41352;38413.49611
6525;36177.64471;17777.7598;55257.46236;30110.12451
6526;33103.05734;17244.80768;53600.63407;22799.73176
6527;31217.31042;15836.29138;47376.33321;18507.0575
6528;25252.61092;15474.6453;44152.23492;19784.03316
6529;17750.61774;14408.74108;41420.7072;21347.02551
6530;11601.44301;12276.93263;39808.65805;24112.25751
6531;9551.718094;11020.68835;40077.33291;31255.40321
6532;8875.308872;10316.43021;40077.33291;44982.18455
6533;8875.308872;11020.68835;36853.23463;50000
6534;9203.264858;13514.14288;36002.43091;47389.49171
6535;12626.30547;14580.04711;37927.93406;44281.28207
6536;23038.90802;16369.2435;43883.56006;41661.88626
6537;27814.76707;24192.21917;47645.00807;38936.64811
6538;28142.72305;38068.00812;58750.23551;37513.43228
6539;27630.29183;40371.12262;58750.23551;36402.89572
6540;26789.90461;41265.72081;61213.08837;35590.4952
6541;28142.72305;41969.97896;63093.81238;36323.71595
6542;31729.74165;36811.76386;61750.43809;36897.76923
6543;28142.72305;31653.54876;60138.38894;39171.35955
6544;24904.15769;32015.19483;59601.03923;41536.24898
6545;22342.00155;35041.60148;59869.71408;42599.52007
6546;21829.57033;34508.64936;59601.03923;43187.71259
6547;25580.56692;33252.4051;61213.08837;42656.07705
6548;32242.17288;23468.92701;60944.41352;38413.49611
6549;36177.64471;17777.7598;55257.46236;30110.12451
6550;33103.05734;17244.80768;53600.63407;22799.73176
6551;31217.31042;15836.29138;47376.33321;18507.0575
6552;25252.61092;15474.6453;44152.23492;19784.03316
6553;17750.61774;14408.74108;41420.7072;21347.02551
6554;11601.44301;12276.93263;39808.65805;24112.25751
6555;9551.718094;11020.68835;40077.33291;31255.40321
6556;8875.308872;10316.43021;40077.33291;44982.18455
6557;8875.308872;11020.68835;36853.23463;50000
6558;9203.264858;13514.14288;36002.43091;47389.49171
6559;12626.30547;14580.04711;37927.93406;44281.28207
6560;23038.90802;16369.2435;43883.56006;41661.88626
6561;27814.76707;24192.21917;47645.00807;38936.64811
6562;28142.72305;38068.00812;58750.23551;37513.43228
6563;27630.29183;40371.12262;58750.23551;36402.89572
6564;26789.90461;41265.72081;61213.08837;35590.4952
6565;28142.72305;41969.97896;63093.81238;36323.71595
6566;31729.74165;36811.76386;61750.43809;36897.76923
6567;28142.72305;31653.54876;60138.38894;39171.35955
6568;24904.15769;32015.19483;59601.03923;41536.24898
6569;22342.00155;35041.60148;59869.71408;42599.52007
6570;21829.57033;34508.64936;59601.03923;43187.71259
6571;25580.56692;33252.4051;61213.08837;42656.07705
6572;32242.17288;23468.92701;60944.41352;38413.49611
6573;36177.64471;17777.7598;55257.46236;30110.12451
6574;33103.05734;17244.80768;53600.63407;22799.73176
6575;31217.31042;15836.29138;47376.33321;18507.0575
6576;25252.61092;15474.6453;44152.23492;19784.03316
6577;17750.61774;14408.74108;41420.7072;21347.02551
6578;11601.44301;12276.93263;39808.65805;24112.25751
6579;9551.718094;11020.68835;40077.33291;31255.40321
6580;8875.308872;10316.43021;40077.33291;44982.18455
6581;8875.308872;11020.68835;36853.23463;50000
6582;9203.264858;13514.14288;36002.43091;47389.49171
6583;12626.30547;14580.04711;37927.93406;44281.28207
6584;23038.90802;16369.2435;43883.56006;41661.88626
6585;27814.76707;24192.21917;47645.00807;38936.64811
6586;28142.72305;38068.00812;58750.23551;37513.43228
6587;27630.29183;40371.12262;58750.23551;36402.89572
6588;26789.90461;41265.72081;61213.08837;35590.4952
6589;28142.72305;41969.97896;63093.81238;36323.71595
6590;31729.74165;36811.76386;61750.43809;36897.76923
6591;28142.72305;31653.54876;60138.38894;39171.35955
6592;24904.15769;32015.19483;59601.03923;41536.24898
6593;22342.00155;35041.60148;59869.71408;42599.52007
6594;21829.57033;34508.64936;59601.03923;43187.71259
6595;25580.56692;33252.4051;61213.08837;42656.07705
6596;32242.17288;23468.92701;60944.41352;38413.49611
6597;36177.64471;17777.7598;55257.46236;30110.12451
6598;33103.05734;17244.80768;53600.63407;22799.73176
6599;31217.31042;15836.29138;47376.33321;18507.0575
6600;25252.61092;15474.6453;44152.23492;19784.03316
6601;17750.61774;14408.74108;41420.7072;21347.02551
6602;11601.44301;12276.93263;39808.65805;24112.25751
6603;9551.718094;11020.68835;40077.33291;31255.40321
6604;8875.308872;10316.43021;40077.33291;44982.18455
6605;8875.308872;11020.68835;36853.23463;50000
6606;9203.264858;13514.14288;36002.43091;47389.49171
6607;12626.30547;14580.04711;37927.93406;44281.28207
6608;23038.90802;16369.2435;43883.56006;41661.88626
6609;27814.76707;24192.21917;47645.00807;38936.64811
6610;28142.72305;38068.00812;58750.23551;37513.43228
6611;27630.29183;40371.12262;58750.23551;36402.89572
6612;26789.90461;41265.72081;61213.08837;35590.4952
6613;28142.72305;41969.97896;63093.81238;36323.71595
6614;31729.74165;36811.76386;61750.43809;36897.76923
6615;28142.72305;31653.54876;60138.38894;39171.35955
6616;24904.15769;32015.19483;59601.03923;41536.24898
6617;22342.00155;35041.60148;59869.71408;42599.52007
6618;21829.57033;34508.64936;59601.03923;43187.71259
6619;25580.56692;33252.4051;61213.08837;42656.07705
6620;32242.17288;23468.92701;60944.41352;38413.49611
6621;36177.64471;17777.7598;55257.46236;30110.12451
6622;33103.05734;17244.80768;53600.63407;22799.73176
6623;31217.31042;15836.29138;47376.33321;18507.0575
6624;25252.61092;15474.6453;44152.23492;19784.03316
6625;17750.61774;14408.74108;41420.7072;21347.02551
6626;11601.44301;12276.93263;39808.65805;24112.25751
6627;9551.718094;11020.68835;40077.33291;31255.40321
6628;8875.308872;10316.43021;40077.33291;44982.18455
6629;8875.308872;11020.68835;36853.23463;50000
6630;9203.264858;13514.14288;36002.43091;47389.49171
6631;12626.30547;14580.04711;37927.93406;44281.28207
6632;23038.90802;16369.2435;43883.56006;41661.88626
6633;27814.76707;24192.21917;47645.00807;38936.64811
6634;28142.72305;38068.00812;58750.23551;37513.43228
6635;27630.29183;40371.12262;58750.23551;36402.89572
6636;26789.90461;41265.72081;61213.08837;35590.4952
6637;28142.72305;41969.97896;63093.81238;36323.71595
6638;31729.74165;36811.76386;61750.43809;36897.76923
6639;28142.72305;31653.54876;60138.38894;39171.35955
6640;24904.15769;32015.19483;59601.03923;41536.24898
6641;22342.00155;35041.60148;59869.71408;42599.52007
6642;21829.57033;34508.64936;59601.03923;43187.71259
6643;25580.56692;33252.4051;61213.08837;42656.07705
6644;32242.17288;23468.92701;60944.41352;38413.49611
6645;36177.64471;17777.7598;55257.46236;30110.12451
6646;33103.05734;17244.80768;53600.63407;22799.73176
6647;31217.31042;15836.29138;47376.33321;18507.0575
6648;25252.61092;15474.6453;44152.23492;19784.03316
6649;17750.61774;14408.74108;41420.7072;21347.02551
6650;11601.44301;12276.93263;39808.65805;24112.25751
6651;9551.718094;11020.68835;40077.33291;31255.40321
6652;8875.308872;10316.43021;40077.33291;44982.18455
6653;8875.308872;11020.68835;36853.23463;50000
6654;9203.264858;13514.14288;36002.43091;47389.49171
6655;12626.30547;14580.04711;37927.93406;44281.28207
6656;23038.90802;16369.2435;43883.56006;41661.88626
6657;27814.76707;24192.21917;47645.00807;38936.64811
6658;28142.72305;38068.00812;58750.23551;37513.43228
6659;27630.29183;40371.12262;58750.23551;36402.89572
6660;26789.90461;41265.72081;61213.08837;35590.4952
6661;28142.72305;41969.97896;63093.81238;36323.71595
6662;31729.74165;36811.76386;61750.43809;36897.76923
6663;28142.72305;31653.54876;60138.38894;39171.35955
6664;24904.15769;32015.19483;59601.03923;41536.24898
6665;22342.00155;35041.60148;59869.71408;42599.52007
6666;21829.57033;34508.64936;59601.03923;43187.71259
6667;25580.56692;33252.4051;61213.08837;42656.07705
6668;32242.17288;23468.92701;60944.41352;38413.49611
6669;36177.64471;17777.7598;55257.46236;30110.12451
6670;33103.05734;17244.80768;53600.63407;22799.73176
6671;31217.31042;15836.29138;47376.33321;18507.0575
6672;25252.61092;15474.6453;44152.23492;19784.03316
6673;17750.61774;14408.74108;41420.7072;21347.02551
6674;11601.44301;12276.93263;39808.65805;24112.25751
6675;9551.718094;11020.68835;40077.33291;31255.40321
6676;8875.308872;10316.43021;40077.33291;44982.18455
6677;8875.308872;11020.68835;36853.23463;50000
6678;9203.264858;13514.14288;36002.43091;47389.49171
6679;12626.30547;14580.04711;37927.93406;44281.28207
6680;23038.90802;16369.2435;43883.56006;41661.88626
6681;27814.76707;24192.21917;47645.00807;38936.64811
6682;28142.72305;38068.00812;58750.23551;37513.43228
6683;27630.29183;40371.12262;58750.23551;36402.89572
6684;26789.90461;41265.72081;61213.08837;35590.4952
6685;28142.72305;41969.97896;63093.81238;36323.71595
6686;31729.74165;36811.76386;61750.43809;36897.76923
6687;28142.72305;31653.54876;60138.38894;39171.35955
6688;24904.15769;32015.19483;59601.03923;41536.24898
6689;22342.00155;35041.60148;59869.71408;42599.52007
6690;21829.57033;34508.64936;59601.03923;43187.71259
6691;25580.56692;33252.4051;61213.08837;42656.07705
6692;32242.17288;23468.92701;60944.41352;38413.49611
6693;36177.64471;17777.7598;55257.46236;30110.12451
6694;33103.05734;17244.80768;53600.63407;22799.73176
6695;31217.31042;15836.29138;47376.33321;18507.0575
6696;25252.61092;15474.6453;44152.23492;19784.03316
6697;17750.61774;14408.74108;41420.7072;21347.02551
6698;11601.44301;12276.93263;39808.65805;24112.25751
6699;9551.718094;11020.68835;40077.33291;31255.40321
6700;8875.308872;10316.43021;40077.33291;44982.18455
6701;8875.308872;11020.68835;36853.23463;50000
6702;9203.264858;13514.14288;36002.43091;47389.49171
6703;12626.30547;14580.04711;37927.93406;44281.28207
6704;23038.90802;16369.2435;43883.56006;41661.88626
6705;27814.76707;24192.21917;47645.00807;38936.64811
6706;28142.72305;38068.00812;58750.23551;37513.43228
6707;27630.29183;40371.12262;58750.23551;36402.89572
6708;26789.90461;41265.72081;61213.08837;35590.4952
6709;28142.72305;41969.97896;63093.81238;36323.71595
6710;31729.74165;36811.76386;61750.43809;36897.76923
6711;28142.72305;31653.54876;60138.38894;39171.35955
6712;24904.15769;32015.19483;59601.03923;41536.24898
6713;22342.00155;35041.60148;59869.71408;42599.52007
6714;21829.57033;34508.64936;59601.03923;43187.71259
6715;25580.56692;33252.4051;61213.08837;42656.07705
6716;32242.17288;23468.92701;60944.41352;38413.49611
6717;36177.64471;17777.7598;55257.46236;30110.12451
6718;33103.05734;17244.80768;53600.63407;22799.73176
6719;31217.31042;15836.29138;47376.33321;18507.0575
6720;25252.61092;15474.6453;44152.23492;19784.03316
6721;17750.61774;14408.74108;41420.7072;21347.02551
6722;11601.44301;12276.93263;39808.65805;24112.25751
6723;9551.718094;11020.68835;40077.33291;31255.40321
6724;8875.308872;10316.43021;40077.33291;44982.18455
6725;8875.308872;11020.68835;36853.23463;50000
6726;9203.264858;13514.14288;36002.43091;47389.49171
6727;12626.30547;14580.04711;37927.93406;44281.28207
6728;23038.90802;16369.2435;43883.56006;41661.88626
6729;27814.76707;24192.21917;47645.00807;38936.64811
6730;28142.72305;38068.00812;58750.23551;37513.43228
6731;27630.29183;40371.12262;58750.23551;36402.89572
6732;26789.90461;41265.72081;61213.08837;35590.4952
6733;28142.72305;41969.97896;63093.81238;36323.71595
6734;31729.74165;36811.76386;61750.43809;36897.76923
6735;28142.72305;31653.54876;60138.38894;39171.35955
6736;24904.15769;32015.19483;59601.03923;41536.24898
6737;22342.00155;35041.60148;59869.71408;42599.52007
6738;21829.57033;34508.64936;59601.03923;43187.71259
6739;25580.56692;33252.4051;61213.08837;42656.07705
6740;32242.17288;23468.92701;60944.41352;38413.49611
6741;36177.64471;17777.7598;55257.46236;30110.12451
6742;33103.05734;17244.80768;53600.63407;22799.73176
6743;31217.31042;15836.29138;47376.33321;18507.0575
6744;25252.61092;15474.6453;44152.23492;19784.03316
6745;17750.61774;14408.74108;41420.7072;21347.02551
6746;11601.44301;12276.93263;39808.65805;24112.25751
6747;9551.718094;11020.68835;40077.33291;31255.40321
6748;8875.308872;10316.43021;40077.33291;44982.18455
6749;8875.308872;11020.68835;36853.23463;50000
6750;9203.264858;13514.14288;36002.43091;47389.49171
6751;12626.30547;14580.04711;37927.93406;44281.28207
6752;23038.90802;16369.2435;43883.56006;41661.88626
6753;27814.76707;24192.21917;47645.00807;38936.64811
6754;28142.72305;38068.00812;58750.23551;37513.43228
6755;27630.29183;40371.12262;58750.23551;36402.89572
6756;26789.90461;41265.72081;61213.08837;35590.4952
6757;28142.72305;41969.97896;63093.81238;36323.71595
6758;31729.74165;36811.76386;61750.43809;36897.76923
6759;28142.72305;31653.54876;60138.38894;39171.35955
6760;24904.15769;32015.19483;59601.03923;41536.24898
6761;22342.00155;35041.60148;59869.71408;42599.52007
6762;21829.57033;34508.64936;59601.03923;43187.71259
6763;25580.56692;33252.4051;61213.08837;42656.07705
6764;32242.17288;23468.92701;60944.41352;38413.49611
6765;36177.64471;17777.7598;55257.46236;30110.12451
6766;33103.05734;17244.80768;53600.63407;22799.73176
6767;31217.31042;15836.29138;47376.33321;18507.0575
6768;25252.61092;15474.6453;44152.23492;19784.03316
6769;17750.61774;14408.74108;41420.7072;21347.02551
6770;11601.44301;12276.93263;39808.65805;24112.25751
6771;9551.718094;11020.68835;40077.33291;31255.40321
6772;8875.308872;10316.43021;40077.33291;44982.18455
6773;8875.308872;11020.68835;36853.23463;50000
6774;9203.264858;13514.14288;36002.43091;47389.49171
6775;12626.30547;14580.04711;37927.93406;44281.28207
6776;23038.90802;16369.2435;43883.56006;41661.88626
6777;27814.76707;24192.21917;47645.00807;38936.64811
6778;28142.72305;38068.00812;58750.23551;37513.43228
6779;27630.29183;40371.12262;58750.23551;36402.89572
6780;26789.90461;41265.72081;61213.08837;35590.4952
6781;28142.72305;41969.97896;63093.81238;36323.71595
6782;31729.74165;36811.76386;61750.43809;36897.76923
6783;28142.72305;31653.54876;60138.38894;39171.35955
6784;24904.15769;32015.19483;59601.03923;41536.24898
6785;22342.00155;35041.60148;59869.71408;42599.52007
6786;21829.57033;34508.64936;59601.03923;43187.71259
6787;25580.56692;33252.4051;61213.08837;42656.07705
6788;32242.17288;23468.92701;60944.41352;38413.49611
6789;36177.64471;17777.7598;55257.46236;30110.12451
6790;33103.05734;17244.80768;53600.63407;22799.73176
6791;31217.31042;15836.29138;47376.33321;18507.0575
6792;25252.61092;15474.6453;44152.23492;19784.03316
6793;17750.61774;14408.74108;41420.7072;21347.02551
6794;11601.44301;12276.93263;39808.65805;24112.25751
6795;9551.718094;11020.68835;40077.33291;31255.40321
6796;8875.308872;10316.43021;40077.33291;44982.18455
6797;8875.308872;11020.68835;36853.23463;50000
6798;9203.264858;13514.14288;36002.43091;47389.49171
6799;12626.30547;14580.04711;37927.93406;44281.28207
6800;23038.90802;16369.2435;43883.56006;41661.88626
6801;27814.76707;24192.21917;47645.00807;38936.64811
6802;28142.72305;38068.00812;58750.23551;37513.43228
6803;27630.29183;40371.12262;58750.23551;36402.89572
6804;26789.90461;41265.72081;61213.08837;35590.4952
6805;28142.72305;41969.97896;63093.81238;36323.71595
6806;31729.74165;36811.76386;61750.43809;36897.76923
6807;28142.72305;31653.54876;60138.38894;39171.35955
6808;24904.15769;32015.19483;59601.03923;41536.24898
6809;22342.00155;35041.60148;59869.71408;42599.52007
6810;21829.57033;34508.64936;59601.03923;43187.71259
6811;25580.56692;33252.4051;61213.08837;42656.07705
6812;32242.17288;23468.92701;60944.41352;38413.49611
6813;36177.64471;17777.7598;55257.46236;30110.12451
6814;33103.05734;17244.80768;53600.63407;22799.73176
6815;31217.31042;15836.29138;47376.33321;18507.0575
6816;25252.61092;15474.6453;44152.23492;19784.03316
6817;17750.61774;14408.74108;41420.7072;21347.02551
6818;11601.44301;12276.93263;39808.65805;24112.25751
6819;9551.718094;11020.68835;40077.33291;31255.40321
6820;8875.308872;10316.43021;40077.33291;44982.18455
6821;8875.308872;11020.68835;36853.23463;50000
6822;9203.264858;13514.14288;36002.43091;47389.49171
6823;12626.30547;14580.04711;37927.93406;44281.28207
6824;23038.90802;16369.2435;43883.56006;41661.88626
6825;27814.76707;24192.21917;47645.00807;38936.64811
6826;28142.72305;38068.00812;58750.23551;37513.43228
6827;27630.29183;40371.12262;58750.23551;36402.89572
6828;26789.90461;41265.72081;61213.08837;35590.4952
6829;28142.72305;41969.97896;63093.81238;36323.71595
6830;31729.74165;36811.76386;61750.43809;36897.76923
6831;28142.72305;31653.54876;60138.38894;39171.35955
6832;24904.15769;32015.19483;59601.03923;41536.24898
6833;22342.00155;35041.60148;59869.71408;42599.52007
6834;21829.57033;34508.64936;59601.03923;43187.71259
6835;25580.56692;33252.4051;61213.08837;42656.07705
6836;32242.17288;23468.92701;60944.41352;38413.49611
6837;36177.64471;17777.7598;55257.46236;30110.12451
6838;33103.05734;17244.80768;53600.63407;22799.73176
6839;31217.31042;15836.29138;47376.33321;18507.0575
6840;25252.61092;15474.6453;44152.23492;19784.03316
6841;17750.61774;14408.74108;41420.7072;21347.02551
6842;11601.44301;12276.93263;39808.65805;24112.25751
6843;9551.718094;11020.68835;40077.33291;31255.40321
6844;8875.308872;10316.43021;40077.33291;44982.18455
6845;8875.308872;11020.68835;36853.23463;50000
6846;9203.264858;13514.14288;36002.43091;47389.49171
6847;12626.30547;14580.04711;37927.93406;44281.28207
6848;23038.90802;16369.2435;43883.56006;41661.88626
6849;27814.76707;24192.21917;47645.00807;38936.64811
6850;28142.72305;38068.00812;58750.23551;37513.43228
6851;27630.29183;40371.12262;58750.23551;36402.89572
6852;26789.90461;41265.72081;61213.08837;35590.4952
6853;28142.72305;41969.97896;63093.81238;36323.71595
6854;31729.74165;36811.76386;61750.43809;36897.76923
6855;28142.72305;31653.54876;60138.38894;39171.35955
6856;24904.15769;32015.19483;59601.03923;41536.24898
6857;22342.00155;35041.60148;59869.71408;42599.52007
6858;21829.57033;34508.64936;59601.03923;43187.71259
6859;25580.56692;33252.4051;61213.08837;42656.07705
6860;32242.17288;23468.92701;60944.41352;38413.49611
6861;36177.64471;17777.7598;55257.46236;30110.12451
6862;33103.05734;17244.80768;53600.63407;22799.73176
6863;31217.31042;15836.29138;47376.33321;18507.0575
6864;25252.61092;15474.6453;44152.23492;19784.03316
6865;17750.61774;14408.74108;41420.7072;21347.02551
6866;11601.44301;12276.93263;39808.65805;24112.25751
6867;9551.718094;11020.68835;40077.33291;31255.40321
6868;8875.308872;10316.43021;40077.33291;44982.18455
6869;8875.308872;11020.68835;36853.23463;50000
6870;9203.264858;13514.14288;36002.43091;47389.49171
6871;12626.30547;14580.04711;37927.93406;44281.28207
6872;23038.90802;16369.2435;43883.56006;41661.88626
6873;27814.76707;24192.21917;47645.00807;38936.64811
6874;28142.72305;38068.00812;58750.23551;37513.43228
6875;27630.29183;40371.12262;58750.23551;36402.89572
6876;26789.90461;41265.72081;61213.08837;35590.4952
6877;28142.72305;41969.97896;63093.81238;36323.71595
6878;31729.74165;36811.76386;61750.43809;36897.76923
6879;28142.72305;31653.54876;60138.38894;39171.35955
6880;24904.15769;32015.19483;59601.03923;41536.24898
6881;22342.00155;35041.60148;59869.71408;42599.52007
6882;21829.57033;34508.64936;59601.03923;43187.71259
6883;25580.56692;33252.4051;61213.08837;42656.07705
6884;32242.17288;23468.92701;60944.41352;38413.49611
6885;36177.64471;17777.7598;55257.46236;30110.12451
6886;33103.05734;17244.80768;53600.63407;22799.73176
6887;31217.31042;15836.29138;47376.33321;18507.0575
6888;25252.61092;15474.6453;44152.23492;19784.03316
6889;17750.61774;14408.74108;41420.7072;21347.02551
6890;11601.44301;12276.93263;39808.65805;24112.25751
6891;9551.718094;11020.68835;40077.33291;31255.40321
6892;8875.308872;10316.43021;40077.33291;44982.18455
6893;8875.308872;11020.68835;36853.23463;50000
6894;9203.264858;13514.14288;36002.43091;47389.49171
6895;12626.30547;14580.04711;37927.93406;44281.28207
6896;23038.90802;16369.2435;43883.56006;41661.88626
6897;27814.76707;24192.21917;47645.00807;38936.64811
6898;28142.72305;38068.00812;58750.23551;37513.43228
6899;27630.29183;40371.12262;58750.23551;36402.89572
6900;26789.90461;41265.72081;61213.08837;35590.4952
6901;28142.72305;41969.97896;63093.81238;36323.71595
6902;31729.74165;36811.76386;61750.43809;36897.76923
6903;28142.72305;31653.54876;60138.38894;39171.35955
6904;24904.15769;32015.19483;59601.03923;41536.24898
6905;22342.00155;35041.60148;59869.71408;42599.52007
6906;21829.57033;34508.64936;59601.03923;43187.71259
6907;25580.56692;33252.4051;61213.08837;42656.07705
6908;32242.17288;23468.92701;60944.41352;38413.49611
6909;36177.64471;17777.7598;55257.46236;30110.12451
6910;33103.05734;17244.80768;53600.63407;22799.73176
6911;31217.31042;15836.29138;47376.33321;18507.0575
6912;25252.61092;15474.6453;44152.23492;19784.03316
6913;17750.61774;14408.74108;41420.7072;21347.02551
6914;11601.44301;12276.93263;39808.65805;24112.25751
6915;9551.718094;11020.68835;40077.33291;31255.40321
6916;8875.308872;10316.43021;40077.33291;44982.18455
6917;8875.308872;11020.68835;36853.23463;50000
6918;9203.264858;13514.14288;36002.43091;47389.49171
6919;12626.30547;14580.04711;37927.93406;44281.28207
6920;23038.90802;16369.2435;43883.56006;41661.88626
6921;27814.76707;24192.21917;47645.00807;38936.64811
6922;28142.72305;38068.00812;58750.23551;37513.43228
6923;27630.29183;40371.12262;58750.23551;36402.89572
6924;26789.90461;41265.72081;61213.08837;35590.4952
6925;28142.72305;41969.97896;63093.81238;36323.71595
6926;31729.74165;36811.76386;61750.43809;36897.76923
6927;28142.72305;31653.54876;60138.38894;39171.35955
6928;24904.15769;32015.19483;59601.03923;41536.24898
6929;22342.00155;35041.60148;59869.71408;42599.52007
6930;21829.57033;34508.64936;59601.03923;43187.71259
6931;25580.56692;33252.4051;61213.08837;42656.07705
6932;32242.17288;23468.92701;60944.41352;38413.49611
6933;36177.64471;17777.7598;55257.46236;30110.12451
6934;33103.05734;17244.80768;53600.63407;22799.73176
6935;31217.31042;15836.29138;47376.33321;18507.0575
6936;25252.61092;15474.6453;44152.23492;19784.03316
6937;17750.61774;14408.74108;41420.7072;21347.02551
6938;11601.44301;12276.93263;39808.65805;24112.25751
6939;9551.718094;11020.68835;40077.33291;31255.40321
6940;8875.308872;10316.43021;40077.33291;44982.18455
6941;8875.308872;11020.68835;36853.23463;50000
6942;9203.264858;13514.14288;36002.43091;47389.49171
6943;12626.30547;14580.04711;37927.93406;44281.28207
6944;23038.90802;16369.2435;43883.56006;41661.88626
6945;27814.76707;24192.21917;47645.00807;38936.64811
6946;28142.72305;38068.00812;58750.23551;37513.43228
6947;27630.29183;40371.12262;58750.23551;36402.89572
6948;26789.90461;41265.72081;61213.08837;35590.4952
6949;28142.72305;41969.97896;63093.81238;36323.71595
6950;31729.74165;36811.76386;61750.43809;36897.76923
6951;28142.72305;31653.54876;60138.38894;39171.35955
6952;24904.15769;32015.19483;59601.03923;41536.24898
6953;22342.00155;35041.60148;59869.71408;42599.52007
6954;21829.57033;34508.64936;59601.03923;43187.71259
6955;25580.56692;33252.4051;61213.08837;42656.07705
6956;32242.17288;23468.92701;60944.41352;38413.49611
6957;36177.64471;17777.7598;55257.46236;30110.12451
6958;33103.05734;17244.80768;53600.63407;22799.73176
6959;31217.31042;15836.29138;47376.33321;18507.0575
6960;25252.61092;15474.6453;44152.23492;19784.03316
6961;17750.61774;14408.74108;41420.7072;21347.02551
6962;11601.44301;12276.93263;39808.65805;24112.25751
6963;9551.718094;11020.68835;40077.33291;31255.40321
6964;8875.308872;10316.43021;40077.33291;44982.18455
6965;8875.308872;11020.68835;36853.23463;50000
6966;9203.264858;13514.14288;36002.43091;47389.49171
6967;12626.30547;14580.04711;37927.93406;44281.28207
6968;23038.90802;16369.2435;43883.56006;41661.88626
6969;27814.76707;24192.21917;47645.00807;38936.64811
6970;28142.72305;38068.00812;58750.23551;37513.43228
6971;27630.29183;40371.12262;58750.23551;36402.89572
6972;26789.90461;41265.72081;61213.08837;35590.4952
6973;28142.72305;41969.97896;63093.81238;36323.71595
6974;31729.74165;36811.76386;61750.43809;36897.76923
6975;28142.72305;31653.54876;60138.38894;39171.35955
6976;24904.15769;32015.19483;59601.03923;41536.24898
6977;22342.00155;35041.60148;59869.71408;42599.52007
6978;21829.57033;34508.64936;59601.03923;43187.71259
6979;25580.56692;33252.4051;61213.08837;42656.07705
6980;32242.17288;23468.92701;60944.41352;38413.49611
6981;36177.64471;17777.7598;55257.46236;30110.12451
6982;33103.05734;17244.80768;53600.63407;22799.73176
6983;31217.31042;15836.29138;47376.33321;18507.0575
6984;25252.61092;15474.6453;44152.23492;19784.03316
6985;17750.61774;14408.74108;41420.7072;21347.02551
6986;11601.44301;12276.93263;39808.65805;24112.25751
6987;9551.718094;11020.68835;40077.33291;31255.40321
6988;8875.308872;10316.43021;40077.33291;44982.18455
6989;8875.308872;11020.68835;36853.23463;50000
6990;9203.264858;13514.14288;36002.43091;47389.49171
6991;12626.30547;14580.04711;37927.93406;44281.28207
6992;23038.90802;16369.2435;43883.56006;41661.88626
6993;27814.76707;24192.21917;47645.00807;38936.64811
6994;28142.72305;38068.00812;58750.23551;37513.43228
6995;27630.29183;40371.12262;58750.23551;36402.89572
6996;26789.90461;41265.72081;61213.08837;35590.4952
6997;28142.72305;41969.97896;63093.81238;36323.71595
6998;31729.74165;36811.76386;61750.43809;36897.76923
6999;28142.72305;31653.54876;60138.38894;39171.35955
7000;24904.15769;32015.19483;59601.03923;41536.24898
7001;22342.00155;35041.60148;59869.71408;42599.52007
7002;21829.57033;34508.64936;59601.03923;43187.71259
7003;25580.56692;33252.4051;61213.08837;42656.07705
7004;32242.17288;23468.92701;60944.41352;38413.49611
7005;36177.64471;17777.7598;55257.46236;30110.12451
7006;33103.05734;17244.80768;53600.63407;22799.73176
7007;31217.31042;15836.29138;47376.33321;18507.0575
7008;25252.61092;15474.6453;44152.23492;19784.03316
